entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabL,xER,xPM,
2.265,0.302,0.09948,0.06355,0.05463,0.1008,0.06359,0.01525,0.05153,0.04879,0.04204,0.04886,0.2035,0.208,
2.265,0.3038,0.0994,0.06362,0.05466,0.1004,0.06415,0.01473,0.05155,0.04881,0.04206,0.04889,0.2036,0.2081,
2.264,0.3066,0.09895,0.06377,0.05475,0.1,0.06411,0.01472,0.05152,0.04984,0.04098,0.04887,0.2045,0.208,
2.264,0.3111,0.09887,0.06376,0.05495,0.09933,0.06417,0.01473,0.05156,0.04988,0.04102,0.04891,0.2047,0.2082,
2.262,0.3123,0.09845,0.06367,0.0551,0.09938,0.0631,0.01537,0.05095,0.05343,0.03751,0.04894,0.2047,0.2094,
2.262,0.3282,0.09835,0.06342,0.05525,0.09894,0.06306,0.01536,0.05093,0.05339,0.03749,0.04892,0.2057,0.2092,
2.26,0.3135,0.09694,0.06384,0.05529,0.09874,0.06185,0.01538,0.051,0.05445,0.03658,0.04899,0.206,0.2109,
2.258,0.3153,0.09594,0.06389,0.05535,0.09934,0.06077,0.01538,0.05102,0.05447,0.0366,0.04903,0.2061,0.2121,
2.249,0.3304,0.1001,0.06351,0.05564,0.09891,0.05972,0.01484,0.0747,0.03072,0.03657,0.04902,0.207,0.2092,
2.249,0.3365,0.09956,0.06352,0.05585,0.09865,0.05977,0.01485,0.07477,0.03128,0.03608,0.04908,0.2072,0.2094,
2.25,0.3266,0.09958,0.06322,0.05609,0.09747,0.05988,0.01594,0.07384,0.03133,0.03614,0.04917,0.2076,0.2098,
2.25,0.3261,0.09942,0.06323,0.05632,0.09708,0.0599,0.01595,0.07387,0.03135,0.03616,0.0492,0.2077,0.2099,
2.247,0.3277,0.09929,0.06301,0.05637,0.09698,0.05931,0.0158,0.07521,0.0299,0.03612,0.04919,0.2085,0.2103,
2.247,0.328,0.09929,0.06285,0.0566,0.09634,0.05936,0.01581,0.07527,0.02993,0.03615,0.04922,0.2087,0.2105,
2.245,0.3242,0.09582,0.06268,0.0565,0.09754,0.05935,0.0158,0.07568,0.02947,0.03613,0.0492,0.2097,0.2121,
2.244,0.3236,0.09573,0.06282,0.05651,0.0972,0.05937,0.0158,0.07694,0.02824,0.03615,0.04923,0.2098,0.2122,
2.244,0.3298,0.09566,0.0628,0.0566,0.0972,0.05991,0.01583,0.07637,0.0293,0.03509,0.04924,0.2098,0.2122,
2.244,0.329,0.09767,0.0628,0.0566,0.09679,0.05987,0.01582,0.07732,0.02935,0.034,0.04922,0.2107,0.2099,
2.245,0.3244,0.09618,0.06262,0.05666,0.09812,0.05989,0.01639,0.07677,0.02934,0.03401,0.04924,0.2108,0.21,
2.261,0.3213,0.09573,0.0624,0.05687,0.09792,0.0603,0.01616,0.07705,0.0285,0.04491,0.04917,0.2014,0.2096,
2.261,0.3329,0.09471,0.06271,0.0569,0.09792,0.0603,0.01669,0.07652,0.0285,0.04491,0.04918,0.2014,0.2102,
2.256,0.3279,0.09242,0.06075,0.05672,0.09782,0.06024,0.01668,0.07698,0.02795,0.04487,0.04913,0.2022,0.2142,
2.246,0.3347,0.0923,0.06072,0.05694,0.09748,0.06654,0.0104,0.07753,0.02742,0.04489,0.04916,0.2023,0.2143,
2.242,0.341,0.09224,0.06065,0.05705,0.09748,0.0639,0.0104,0.07753,0.02742,0.04489,0.04918,0.2023,0.217,
2.244,0.3484,0.09208,0.06041,0.05711,0.09723,0.06395,0.0104,0.07837,0.03269,0.03889,0.04922,0.2025,0.2171,
2.245,0.3424,0.09354,0.06019,0.0572,0.09713,0.06389,0.01092,0.07864,0.03248,0.03814,0.04918,0.2033,0.2154,
2.242,0.3481,0.09338,0.06039,0.05722,0.09648,0.06413,0.01007,0.07871,0.03251,0.03818,0.04921,0.2035,0.2162,
2.243,0.3361,0.09884,0.06005,0.05733,0.09623,0.06293,0.009939,0.07969,0.03152,0.03817,0.04921,0.2045,0.2116,
2.241,0.3254,0.09837,0.05961,0.05746,0.09537,0.06109,0.01046,0.07917,0.03152,0.03817,0.04923,0.2056,0.214,
2.24,0.3278,0.1001,0.05985,0.05741,0.09487,0.06158,0.009924,0.0799,0.03126,0.03762,0.04922,0.2065,0.2118,
2.239,0.3292,0.09951,0.06012,0.05762,0.09376,0.06169,0.009935,0.08127,0.03007,0.03769,0.0493,0.2068,0.2122,
2.239,0.3319,0.09936,0.0601,0.05775,0.09376,0.06169,0.009935,0.08127,0.03007,0.03769,0.04934,0.2068,0.2122,
2.238,0.3338,0.09771,0.06022,0.05781,0.09521,0.06169,0.009935,0.08222,0.02911,0.03769,0.04936,0.2068,0.2122,
2.238,0.3325,0.09672,0.06017,0.05789,0.09584,0.06171,0.009939,0.08226,0.02913,0.0377,0.04941,0.2069,0.2123,
