entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabL,xER,xPM,
2.224,0.373,0.1372,0.06351,0.05866,0.08609,0.06296,0.04105,0.01443,0.04376,0.04123,0.0317,0.2092,0.2102,
2.226,0.375,0.1357,0.0642,0.05875,0.08596,0.06304,0.0411,0.01498,0.04328,0.04129,0.03175,0.2095,0.2105,
2.226,0.3772,0.1348,0.06459,0.05884,0.08572,0.0631,0.04113,0.01499,0.04332,0.04132,0.03179,0.2097,0.2107,
2.224,0.3631,0.1347,0.06485,0.05887,0.08531,0.06201,0.04169,0.01447,0.04334,0.04134,0.03181,0.2098,0.2119,
2.213,0.3612,0.1345,0.06498,0.05892,0.08531,0.07752,0.02618,0.01447,0.04334,0.04134,0.03183,0.2098,0.2119,
2.212,0.3678,0.1375,0.06489,0.05899,0.0849,0.07639,0.02617,0.01445,0.04625,0.03841,0.03181,0.2108,0.2095,
2.212,0.3678,0.136,0.06499,0.05902,0.08622,0.07613,0.02576,0.01445,0.04732,0.03734,0.03186,0.2108,0.2102,
2.211,0.4134,0.1355,0.06521,0.05895,0.08613,0.07605,0.02574,0.01444,0.04781,0.03677,0.03186,0.2116,0.2099,
2.226,0.4158,0.1337,0.06518,0.05714,0.08603,0.07596,0.0257,0.01442,0.04775,0.04849,0.03182,0.2017,0.2121,
2.216,0.3664,0.1332,0.06541,0.05712,0.0857,0.06678,0.02641,0.01375,0.04868,0.04764,0.03187,0.2019,0.2215,
2.216,0.367,0.1314,0.06518,0.05743,0.08712,0.06681,0.02699,0.01318,0.04995,0.04641,0.03189,0.202,0.2216,
2.226,0.3831,0.1286,0.06517,0.05745,0.08871,0.06547,0.02699,0.03132,0.03279,0.04543,0.03187,0.202,0.2242,
2.226,0.3819,0.1287,0.06521,0.05764,0.08754,0.06556,0.02702,0.03135,0.03283,0.04549,0.03192,0.2022,0.2245,
2.223,0.3894,0.1284,0.06544,0.0576,0.08754,0.06333,0.02702,0.03135,0.03337,0.04495,0.03199,0.2022,0.2268,
2.221,0.3915,0.1286,0.06526,0.05762,0.08745,0.06126,0.027,0.03132,0.03758,0.04066,0.03195,0.203,0.2283,
2.22,0.3973,0.128,0.06541,0.05767,0.08749,0.06062,0.02744,0.0309,0.03864,0.03963,0.03199,0.2031,0.229,
2.22,0.4002,0.1268,0.06562,0.05775,0.08675,0.06067,0.02746,0.03093,0.03867,0.03967,0.03203,0.2033,0.2304,
