entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabL,xER,xPM,
2.255,0.3312,0.08754,0.06243,0.05645,0.0908,0.06785,0.01635,0.07303,0.03314,0.03986,0.04964,0.2098,0.2131,
2.252,0.3457,0.08832,0.0627,0.05647,0.0907,0.06443,0.01687,0.07319,0.03234,0.03982,0.0496,0.2106,0.215,
2.253,0.3346,0.08898,0.0626,0.05644,0.09254,0.06436,0.01685,0.07311,0.0323,0.03978,0.04955,0.2114,0.2121,
2.254,0.3423,0.0886,0.06298,0.0564,0.09254,0.06436,0.01739,0.07258,0.03284,0.03924,0.04959,0.2114,0.2121,
2.269,0.4398,0.0877,0.06303,0.0565,0.09266,0.06432,0.03281,0.05709,0.03335,0.03868,0.04957,0.2123,0.2119,
2.268,0.41,0.0873,0.06313,0.05679,0.09266,0.06521,0.03246,0.05656,0.03335,0.03868,0.04958,0.2123,0.2119,
2.276,0.4071,0.087,0.06327,0.05672,0.09257,0.06447,0.03242,0.0565,0.03695,0.04006,0.04954,0.2081,0.2124,
2.274,0.3751,0.08561,0.0629,0.05663,0.09257,0.06447,0.03242,0.05721,0.03749,0.03881,0.0494,0.2081,0.2144,
2.273,0.3692,0.08554,0.06299,0.05664,0.0922,0.0645,0.03244,0.05855,0.03672,0.03829,0.04944,0.2082,0.2145,
2.275,0.3732,0.08902,0.06296,0.05663,0.09248,0.06335,0.03241,0.05852,0.0367,0.03827,0.04942,0.2091,0.2111,
2.275,0.3729,0.08896,0.06275,0.05689,0.09248,0.06335,0.03241,0.05852,0.0378,0.03717,0.04942,0.2091,0.2111,
2.274,0.3746,0.08883,0.06277,0.05705,0.09213,0.0639,0.03189,0.05854,0.03781,0.03718,0.04946,0.2092,0.2112,
2.274,0.3747,0.08883,0.06272,0.05709,0.09213,0.0639,0.03189,0.05854,0.03781,0.03718,0.04947,0.2092,0.2112,
2.274,0.3757,0.08841,0.06276,0.05711,0.09218,0.06393,0.0319,0.0591,0.03729,0.03719,0.0495,0.2093,0.2113,
2.273,0.3659,0.08424,0.0627,0.05713,0.09605,0.06387,0.03187,0.05904,0.03725,0.03715,0.04946,0.2102,0.2111,
2.273,0.3559,0.08405,0.0627,0.05721,0.09556,0.06391,0.03189,0.05909,0.03729,0.03718,0.04951,0.2103,0.2113,
2.27,0.3582,0.08327,0.06242,0.05716,0.09536,0.06378,0.03182,0.05996,0.03621,0.03711,0.04942,0.212,0.2115,
2.28,0.3547,0.08175,0.0621,0.05738,0.09495,0.06232,0.03182,0.05995,0.0362,0.04515,0.04941,0.205,0.214,
2.278,0.3574,0.08006,0.06202,0.05754,0.09495,0.06232,0.03182,0.05995,0.0362,0.04515,0.04944,0.205,0.2156,
2.284,0.3778,0.08326,0.06194,0.05755,0.09485,0.06225,0.05173,0.03994,0.03616,0.0451,0.04941,0.2058,0.212,
2.284,0.3788,0.08314,0.06187,0.05759,0.09437,0.06222,0.0517,0.03992,0.03614,0.04507,0.0494,0.2067,0.2119,
2.284,0.3811,0.08311,0.06179,0.0577,0.09437,0.06222,0.0517,0.03992,0.03765,0.04356,0.0494,0.2067,0.2119,
2.282,0.386,0.0832,0.06158,0.05803,0.0933,0.06168,0.05124,0.04068,0.03787,0.04272,0.04947,0.207,0.2133,
2.283,0.3875,0.08563,0.06123,0.05835,0.09341,0.06055,0.05179,0.04011,0.03786,0.04271,0.04945,0.208,0.2109,
2.28,0.3886,0.08731,0.06091,0.05811,0.09306,0.05889,0.0516,0.04095,0.03672,0.04255,0.04926,0.2114,0.2093,
2.28,0.4013,0.08631,0.061,0.0581,0.09365,0.07033,0.03927,0.04057,0.03668,0.04647,0.0492,0.2082,0.2102,
2.277,0.3928,0.08627,0.06098,0.05817,0.09365,0.0716,0.0369,0.04057,0.03803,0.04513,0.0492,0.2082,0.2113,
2.277,0.3897,0.08597,0.06125,0.05825,0.09328,0.07216,0.03638,0.04058,0.03804,0.04515,0.04925,0.2083,0.2114,
2.277,0.3921,0.08593,0.06102,0.05852,0.09328,0.07258,0.03596,0.04058,0.03859,0.0446,0.04925,0.2083,0.2114,
2.277,0.3971,0.08909,0.06083,0.05852,0.09308,0.07089,0.03588,0.0405,0.04052,0.0425,0.04915,0.21,0.2091,
2.289,0.3953,0.08873,0.06058,0.05855,0.09303,0.06974,0.03586,0.04047,0.04191,0.05013,0.04914,0.2018,0.21,
2.283,0.4062,0.08846,0.06046,0.05877,0.0926,0.06969,0.03646,0.05609,0.02711,0.04859,0.04912,0.2027,0.2099,
2.283,0.4208,0.0884,0.06058,0.05879,0.0922,0.06972,0.03647,0.05612,0.02713,0.04861,0.04915,0.2028,0.21,
2.283,0.4237,0.08778,0.06106,0.05885,0.09168,0.06977,0.03651,0.05704,0.02716,0.04777,0.04919,0.203,0.2102,
2.282,0.424,0.08767,0.06104,0.05883,0.09121,0.06973,0.03682,0.05667,0.02714,0.04774,0.04917,0.2039,0.2101,
2.281,0.3961,0.08999,0.06099,0.0587,0.09093,0.06687,0.0367,0.05649,0.02904,0.04562,0.04903,0.2063,0.2093,
2.281,0.3969,0.08968,0.06081,0.05863,0.09088,0.06683,0.03668,0.05646,0.03099,0.04362,0.049,0.2072,0.2092,
2.287,0.398,0.08926,0.06048,0.05849,0.0905,0.06656,0.03687,0.05631,0.03132,0.04825,0.04882,0.2048,0.2083,
2.285,0.3958,0.08886,0.0602,0.05861,0.09045,0.06586,0.03685,0.05628,0.0313,0.04822,0.04879,0.2057,0.2088,
2.284,0.3967,0.08874,0.05996,0.05871,0.08954,0.06604,0.03653,0.05621,0.03213,0.04728,0.04872,0.2075,0.2086,
2.287,0.4007,0.08812,0.06026,0.05857,0.08935,0.0659,0.03646,0.05679,0.03137,0.05108,0.04864,0.2053,0.2082,
2.285,0.4147,0.08791,0.06025,0.05857,0.08926,0.06409,0.03642,0.05715,0.03144,0.0505,0.0486,0.2061,0.2097,
2.282,0.412,0.08786,0.0602,0.05867,0.08926,0.06148,0.03642,0.05715,0.03144,0.0505,0.04861,0.2061,0.2123,
2.282,0.4147,0.08676,0.06013,0.05879,0.08998,0.0615,0.03643,0.05718,0.03145,0.05052,0.04864,0.2062,0.2124,
2.281,0.4102,0.08678,0.05997,0.059,0.0896,0.06153,0.03645,0.05773,0.03094,0.05055,0.04867,0.2063,0.2125,
2.282,0.4096,0.08755,0.05991,0.05914,0.0892,0.06152,0.037,0.05716,0.03094,0.05054,0.04866,0.2073,0.2111,
2.28,0.4113,0.08755,0.05996,0.05912,0.08884,0.0598,0.03701,0.05718,0.03095,0.05056,0.04872,0.2074,0.2129,
2.28,0.4092,0.08752,0.05995,0.0592,0.0885,0.05982,0.03703,0.05721,0.03096,0.05057,0.04875,0.2075,0.213,
