RabA,RabB,RabC,RabD,RabE,area,memC1,memC2,memC3,memS,memS1,memS2,memS3,membraneMarker,proton,solL,solS,solubleMarker,volume,
15393.8,15393.8,15393.8,92362.82,1725676.84,1864221.08,2381.71,210.82,56.56,0.0,0.74,5.28,1465.19,0.0,62.85,0.0,0.0,1.0,1.77415507E7,
1570639.25,15393.8,15393.8,15393.8,15393.8,1632214.46,11207.44,0.09,92.36,0.0,37.72,23.54,707.01,1.0,20.91,0.0,0.0,0.0,1.577539E7,
15393.8,15393.8,15393.8,46181.41,1752066.22,1844429.05,2381.71,210.82,56.56,0.0,0.71,5.18,1441.65,0.0,61.94,0.0,0.0,1.0,1.787450897E7,
1649807.38,169331.84,15393.8,15393.8,15393.8,1865320.64,12077.54,0.1,94.21,0.0,38.84,25.2,745.89,1.0,21.99,0.0,0.0,0.0,1.778483684E7,
15393.8,15393.8,15393.8,15393.8,1649807.38,1711382.6,2397.51,212.22,56.94,0.0,0.65,4.97,1389.44,0.0,59.54,0.0,0.0,1.0,1.660119392E7,
1646508.71,169331.84,15393.8,15393.8,15393.8,1862021.97,11976.19,0.07,93.41,0.0,37.87,23.96,728.01,1.0,21.66,0.0,0.0,0.0,1.794858206E7,
15393.8,15393.8,30787.61,123150.43,1787252.06,1971977.71,2482.23,219.72,222.3,0.0,0.79,6.05,1518.07,0.0,64.34,0.0,0.0,1.0,1.881475541E7,
1652006.5,123150.43,15393.8,15393.8,15393.8,1821338.34,11997.14,0.07,94.44,0.0,37.66,23.23,724.54,1.0,21.34,0.0,0.0,0.0,1.76313249E7,
15393.8,15393.8,30787.61,138544.24,1768559.58,1968679.04,2482.23,219.73,494.56,0.0,0.79,5.25,1520.4,0.0,65.23,0.0,0.0,1.0,1.901233431E7,
1630015.35,76969.02,15393.8,15393.8,15393.8,1753165.78,11931.13,0.06,95.7,0.0,37.19,22.34,716.08,1.0,20.84,0.0,0.0,0.0,1.697850971E7,
15393.8,15393.8,15393.8,169331.84,1789451.18,2004964.43,2482.23,219.73,328.96,0.0,0.87,4.87,1535.81,0.0,67.15,0.0,0.0,1.0,1.935223855E7,
1666300.74,61575.22,30787.61,15393.8,15393.8,1789451.18,12156.48,0.05,103.07,0.0,37.23,22.13,728.2,1.0,21.46,0.0,0.0,0.0,1.723633522E7,
15393.8,15393.8,15393.8,123150.43,1755364.9,1924696.74,2497.21,221.05,330.94,0.0,0.8,4.44,1509.82,0.0,65.75,0.0,0.0,1.0,1.866287756E7,
1659703.4,46181.41,15393.8,15393.8,15393.8,1752066.22,12000.87,0.04,102.69,0.0,36.78,21.08,720.11,1.0,21.29,0.0,0.0,0.0,1.693493788E7,
0.0,0.0,0.0,15393.8,0.0,15393.8,0.0,0.0,0.0,0.0,0.01,0.03,12.02,0.0,0.47,0.0,0.0,1.0,134695.79,
1634413.58,15393.8,15393.8,15393.8,15393.8,1695988.79,11917.77,0.04,103.88,0.0,36.56,20.34,716.32,1.0,20.95,0.0,0.0,0.0,1.641737097E7,
15393.8,15393.8,15393.8,153938.04,1723477.73,1923597.18,2497.21,221.05,330.94,0.0,0.82,4.58,1468.38,0.0,65.39,0.0,0.0,1.0,1.843817354E7,
1581634.82,15393.8,15393.8,15393.8,15393.8,1643210.04,11640.76,0.04,104.42,0.0,35.74,19.14,701.16,1.0,20.43,0.0,0.0,0.0,1.58832413E7,
15393.8,15393.8,15393.8,107756.63,1749867.11,1903805.15,2528.57,223.83,335.1,0.0,0.78,4.33,1440.33,0.0,63.53,0.0,0.0,1.0,1.840817108E7,
1571738.8,15393.8,15393.8,15393.8,15393.8,1633314.02,11571.64,0.02,103.81,0.0,35.2,18.4,690.93,1.0,20.26,0.0,0.0,0.0,1.572111393E7,
15393.8,15393.8,15393.8,184725.65,1739971.09,1970878.15,2528.57,223.83,335.1,0.0,0.84,5.81,1474.85,0.0,66.06,0.0,0.0,1.0,1.895154549E7,
1543150.31,15393.8,15393.8,15393.8,15393.8,1604725.53,11576.53,0.02,105.93,0.0,35.24,17.7,692.46,1.0,19.92,0.0,0.0,0.0,1.548953108E7,
15393.8,15393.8,15393.8,123150.43,1772957.81,1942289.66,2559.61,226.57,339.21,0.0,0.79,5.38,1447.61,0.0,64.23,0.0,0.0,1.0,1.881917653E7,
1495869.34,15393.8,15393.8,15393.8,15393.8,1557444.56,11047.01,0.02,106.29,0.0,33.69,16.38,662.62,1.0,19.06,0.0,0.0,0.0,1.502596689E7,
15393.8,15393.8,15393.8,230907.06,1711382.6,1988471.07,2559.61,226.57,233.32,0.0,0.82,5.16,1475.01,0.0,66.27,0.0,0.0,1.0,1.922326388E7,
1396909.17,15393.8,15393.8,15393.8,15393.8,1458484.39,10551.29,0.02,103.67,0.0,32.21,14.99,634.08,1.0,18.72,0.0,0.0,0.0,1.412074058E7,
15393.8,15393.8,15393.8,200119.45,1694889.24,1941190.1,2559.61,226.57,233.32,0.0,0.77,4.85,1441.35,0.0,64.89,0.0,0.0,1.0,1.880837491E7,
1567340.58,15393.8,15393.8,15393.8,15393.8,1628915.79,11894.46,0.02,107.16,0.0,34.67,17.02,705.34,1.0,20.55,0.0,0.0,0.0,1.57104859E7,
15393.8,15393.8,15393.8,307876.08,1765260.91,2119318.4,2559.62,226.57,317.14,0.0,0.89,5.35,1536.8,0.0,70.24,0.0,0.0,1.0,2.057554046E7,
1612422.43,46181.41,30787.61,15393.8,15393.8,1720179.06,12220.57,0.01,110.1,0.0,35.31,16.64,718.94,1.0,20.39,0.0,0.0,0.0,1.652414527E7,
15393.8,15393.8,15393.8,400238.9,1755364.9,2201785.21,2559.61,226.57,317.14,0.0,0.91,5.68,1583.83,0.0,72.87,0.0,0.0,1.0,2.121992963E7,
1528856.07,30787.61,15393.8,15393.8,15393.8,1605825.09,11928.66,0.01,58.53,0.0,33.61,15.7,696.54,1.0,20.05,0.0,0.0,0.0,1.556543982E7,
15393.8,15393.8,15393.8,431026.51,1702586.14,2179794.06,2573.78,227.83,318.89,0.0,0.91,5.35,1586.57,0.0,73.07,0.0,0.0,1.0,2.117017404E7,
1558544.12,46181.41,15393.8,15393.8,15393.8,1650906.94,12050.44,0.01,59.12,0.0,33.67,15.47,708.62,1.0,20.45,0.0,0.0,0.0,1.597505501E7,
15393.8,15393.8,15393.8,369451.3,1689391.45,2105024.16,2617.23,231.67,324.27,0.0,0.85,4.96,1545.66,0.0,70.29,0.0,0.0,1.0,2.043501085E7,
1615721.1,15393.8,15393.8,15393.8,15393.8,1677296.32,12580.16,0.0,61.72,0.0,34.52,15.57,726.72,1.0,20.12,0.0,0.0,0.0,1.618498957E7,
15393.8,15393.8,15393.8,277088.47,1743269.76,2066539.65,2677.46,237.0,331.73,0.0,0.82,4.75,1558.88,0.0,69.38,0.0,0.0,1.0,2.005670118E7,
1513462.26,15393.8,15393.8,15393.8,15393.8,1575037.48,11782.52,0.0,61.92,0.0,32.41,14.35,682.69,1.0,18.95,0.0,0.0,0.0,1.523092165E7,
15393.8,15393.8,15393.8,261694.67,1727875.96,2035752.04,2677.46,237.0,331.73,0.0,0.74,4.21,1536.19,0.0,68.44,0.0,0.0,1.0,1.978730961E7,
1496968.9,15393.8,15393.8,15393.8,15393.8,1558544.12,11761.7,0.0,63.07,0.0,32.38,13.99,682.37,1.0,18.61,0.0,0.0,0.0,1.503674594E7,
15393.8,15393.8,15393.8,246300.86,1736672.42,2029154.7,2677.46,237.0,331.74,0.0,0.71,3.96,1524.88,0.0,67.98,0.0,0.0,1.0,1.962296051E7,
1517860.49,15393.8,15393.8,15393.8,15393.8,1579435.71,12163.71,0.0,63.27,0.0,32.51,14.19,692.67,1.0,18.99,0.0,0.0,0.0,1.519293407E7,
15393.8,15393.8,15393.8,215513.26,1767460.03,2029154.7,2677.46,237.0,331.74,0.0,0.7,3.69,1538.78,0.0,68.96,0.0,0.0,1.0,1.962296051E7,
1550847.21,92362.82,15393.8,15393.8,15393.8,1689391.45,12686.0,0.0,64.57,0.0,33.19,14.62,715.17,1.0,19.37,0.0,0.0,0.0,1.618976756E7,
15393.8,15393.8,15393.8,200119.45,1711382.6,1957683.46,2677.46,237.0,331.74,0.0,0.7,3.57,1526.05,0.0,68.57,0.0,0.0,1.0,1.897040471E7,
1522258.72,61575.22,15393.8,15393.8,15393.8,1630015.35,12598.96,0.0,64.76,0.0,32.39,13.99,698.17,1.0,18.89,0.0,0.0,0.0,1.577011658E7,
15393.8,15393.8,15393.8,169331.84,1728975.52,1944488.77,2711.0,239.97,335.89,0.0,0.64,3.24,1521.24,0.0,67.59,0.0,0.0,1.0,1.877474897E7,
1567340.58,92362.82,15393.8,15393.8,15393.8,1705884.81,13121.61,0.0,64.5,0.0,31.97,14.2,705.34,1.0,19.51,0.0,0.0,0.0,1.638396483E7,
15393.8,15393.8,15393.8,123150.43,1691590.56,1860922.41,2728.27,241.5,338.03,0.0,0.61,3.06,1518.89,0.0,67.1,0.0,0.0,1.0,1.800353702E7,
1597028.63,46181.41,15393.8,15393.8,15393.8,1689391.45,13465.28,0.0,66.19,0.0,32.23,13.98,711.36,1.0,19.2,0.0,0.0,0.0,1.633628932E7,
15393.8,15393.8,15393.8,215513.26,1753165.78,2014860.45,2728.27,241.5,338.03,0.0,0.67,2.83,1568.8,0.0,70.37,0.0,0.0,1.0,1.935049487E7,
1571738.8,15393.8,15393.8,15393.8,15393.8,1633314.02,13090.41,0.0,64.97,0.0,31.06,13.21,685.84,1.0,18.88,0.0,0.0,0.0,1.578617482E7,
15393.8,15393.8,15393.8,184725.65,1770758.7,2001665.76,2793.78,247.3,346.15,0.0,0.68,2.74,1618.23,0.0,71.17,0.0,0.0,1.0,1.938597987E7,
1594829.51,46181.41,15393.8,30787.61,15393.8,1702586.14,13452.91,0.0,66.14,0.0,31.91,13.31,704.85,1.0,19.04,0.0,0.0,0.0,1.63678825E7,
15393.8,15393.8,15393.8,261694.67,1779555.16,2087431.24,2793.78,247.3,206.3,0.0,0.75,2.58,1679.33,0.0,74.9,0.0,0.0,1.0,2.009624941E7,
1645409.15,61575.22,15393.8,15393.8,15393.8,1753165.78,13840.2,0.0,68.68,0.0,32.85,13.51,725.8,1.0,18.89,0.0,0.0,0.0,1.692935657E7,
15393.8,15393.8,15393.8,323269.88,1726776.4,2096227.7,2825.91,250.14,208.67,0.0,0.78,2.51,1695.01,0.0,75.53,0.0,0.0,1.0,2.028207198E7,
1635513.14,15393.8,15393.8,15393.8,15393.8,1697088.35,13785.86,0.0,68.41,0.0,32.43,13.07,716.88,1.0,18.74,0.0,0.0,0.0,1.639546908E7,
15393.8,15393.8,15393.8,261694.67,1783953.39,2091829.47,2874.83,254.47,212.28,0.0,0.76,2.48,1699.42,0.0,74.54,0.0,0.0,1.0,2.022225657E7,
1687192.33,30787.61,15393.8,15393.8,15393.8,1764161.35,14528.6,0.0,68.26,0.0,32.37,13.08,723.83,1.0,19.13,0.0,0.0,0.0,1.700453586E7,
15393.8,15393.8,15393.8,230907.06,1734473.3,2011561.78,2891.46,255.94,213.51,0.0,0.72,2.39,1683.86,0.0,73.53,0.0,0.0,1.0,1.951636066E7,
1641010.92,107756.63,30787.61,30787.61,15393.8,1825736.57,14528.6,0.0,68.26,0.0,32.09,12.78,727.12,1.0,19.48,0.0,0.0,0.0,1.7543319E7,
15393.8,15393.8,15393.8,230907.06,1709183.48,1986271.96,2891.46,255.94,213.51,0.0,0.66,2.26,1645.84,0.0,72.02,0.0,0.0,1.0,1.921819162E7,
1658603.84,76969.02,15393.8,15393.8,15393.8,1781754.27,14913.59,0.0,35.03,0.0,32.12,12.67,727.85,1.0,19.03,0.0,0.0,0.0,1.725914082E7,
15393.8,15393.8,15393.8,246300.86,1738871.53,2031353.81,2926.31,259.03,216.08,0.0,0.62,2.19,1653.17,0.0,71.53,0.0,0.0,1.0,1.961147673E7,
1664101.63,46181.41,15393.8,15393.8,15393.8,1756464.45,14951.67,0.0,35.45,0.0,31.94,12.48,723.9,1.0,18.74,0.0,0.0,0.0,1.696172727E7,
15393.8,15393.8,15393.8,200119.45,1704785.25,1951086.12,2926.3,259.03,216.08,0.0,0.58,2.07,1590.58,0.0,69.08,0.0,0.0,1.0,1.892212962E7,
1676196.76,76969.02,15393.8,15393.8,15393.8,1799347.19,15193.85,0.0,35.69,0.0,32.16,12.41,729.03,1.0,18.74,0.0,0.0,0.0,1.72844015E7,
15393.8,15393.8,15393.8,215513.26,1706984.37,1968679.04,2926.3,259.03,216.08,0.0,0.57,2.05,1591.12,0.0,69.09,0.0,0.0,1.0,1.901233431E7,
1657504.28,15393.8,15393.8,15393.8,15393.8,1719079.5,15031.15,0.0,35.31,0.0,31.54,12.01,715.14,1.0,18.59,0.0,0.0,0.0,1.661123753E7,
15393.8,15393.8,15393.8,76969.02,1697088.35,1820238.78,2926.31,259.03,216.08,0.0,0.52,1.93,1528.43,0.0,66.62,0.0,0.0,1.0,1.768638399E7,
1601426.86,15393.8,15393.8,15393.8,15393.8,1663002.07,14206.72,0.0,35.31,0.0,29.87,11.32,677.35,1.0,17.69,0.0,0.0,0.0,1.606107948E7,
15393.8,15393.8,15393.8,15393.8,1721278.62,1782853.83,2926.31,259.03,216.09,0.0,0.49,1.86,1515.76,0.0,66.12,0.0,0.0,1.0,1.723710858E7,
1536552.97,15393.8,15393.8,15393.8,15393.8,1598128.18,13652.52,0.0,33.93,0.0,28.7,10.71,651.1,1.0,17.69,0.0,0.0,0.0,1.544109433E7,
15393.8,15393.8,15393.8,15393.8,1641010.92,1702586.14,2926.31,259.02,216.09,0.0,0.44,1.72,1450.28,0.0,63.52,0.0,0.0,1.0,1.646575272E7,
1667400.3,61575.22,15393.8,61575.22,15393.8,1821338.34,14873.71,0.0,34.12,0.0,29.72,11.49,712.61,1.0,20.0,0.0,0.0,0.0,1.736980656E7,
15393.8,15393.8,15393.8,30787.61,1710283.04,1787252.06,3051.28,270.09,225.31,0.0,0.69,1.85,1518.22,0.0,63.67,0.0,0.0,1.0,1.719840599E7,
1691590.56,15393.8,15393.8,30787.61,15393.8,1768559.58,14749.05,0.0,33.83,0.0,28.73,11.03,688.98,1.0,19.54,0.0,0.0,0.0,1.711320549E7,
15393.8,15393.8,15393.8,15393.8,1626716.68,1688291.89,3051.28,270.09,225.31,0.0,0.66,1.79,1478.88,0.0,62.17,0.0,0.0,1.0,1.63582033E7,
1676196.76,15393.8,15393.8,15393.8,15393.8,1737771.98,14749.05,0.0,33.83,0.0,28.23,10.79,677.09,1.0,19.23,0.0,0.0,0.0,1.684381392E7,
15393.8,15393.8,15393.8,15393.8,1600327.3,1661902.51,3226.16,285.57,238.23,0.0,0.63,1.77,1508.46,0.0,60.18,0.0,0.0,1.0,1.611561116E7,
1642110.48,15393.8,15393.8,15393.8,15393.8,1703685.7,14459.75,0.0,33.17,0.0,27.68,10.42,663.96,1.0,19.23,0.0,0.0,0.0,1.644386473E7,
15393.8,15393.8,15393.8,15393.8,1642110.48,1703685.7,3296.36,291.78,243.41,0.0,0.58,1.68,1496.62,0.0,58.8,0.0,0.0,1.0,1.639494581E7,
1659703.4,215513.26,15393.8,15393.8,15393.8,1921398.07,14503.63,0.0,33.57,0.0,27.77,10.36,666.29,1.0,19.08,0.0,0.0,0.0,1.833485916E7,
15393.8,15393.8,15393.8,30787.61,1705884.81,1782853.83,3296.36,291.78,243.41,0.0,0.57,1.66,1493.12,0.0,58.82,0.0,0.0,1.0,1.710628886E7,
1594829.51,200119.45,15393.8,15393.8,15393.8,1841130.37,14052.38,0.0,33.78,0.0,27.04,9.97,648.9,1.0,18.52,0.0,0.0,0.0,1.784211654E7,
15393.8,15393.8,15393.8,15393.8,1692690.12,1754265.34,3340.87,295.72,246.7,0.0,0.53,1.58,1461.98,0.0,57.01,0.0,0.0,1.0,1.69565199E7,
1572838.36,200119.45,15393.8,15393.8,15393.8,1819139.23,13911.58,0.0,33.44,0.0,26.77,9.83,642.43,1.0,18.52,0.0,0.0,0.0,1.757687585E7,
15393.8,15393.8,15393.8,15393.8,1679495.43,1741070.65,3433.01,303.87,253.5,0.0,0.5,1.54,1476.5,0.0,56.12,0.0,0.0,1.0,1.682703149E7,
1617920.22,138544.24,15393.8,15393.8,15393.8,1802645.86,13872.09,0.0,33.66,0.0,26.06,9.51,625.58,1.0,17.97,0.0,0.0,0.0,1.744780873E7,
15393.8,15393.8,15393.8,15393.8,1693789.68,1755364.9,3480.7,308.1,257.02,0.0,0.45,1.46,1458.75,0.0,54.81,0.0,0.0,1.0,1.695093697E7,
1571738.8,138544.24,15393.8,15393.8,15393.8,1756464.45,13489.89,0.0,59.36,0.0,25.19,9.12,614.63,1.0,18.13,0.0,0.0,0.0,1.704372137E7,
15393.8,15393.8,15393.8,30787.61,1726776.4,1803745.42,3552.79,314.48,262.34,0.0,0.43,1.38,1459.35,0.0,54.22,0.0,0.0,1.0,1.736024147E7,
1565141.46,123150.43,15393.8,15393.8,15393.8,1734473.3,13424.99,0.0,59.67,0.0,25.09,8.9,612.52,1.0,17.98,0.0,0.0,0.0,1.67132563E7,
15393.8,15393.8,15393.8,76969.02,1775156.93,1898307.36,3576.34,316.57,164.76,0.0,0.44,1.34,1486.76,0.0,55.69,0.0,0.0,1.0,1.82391277E7,
1555245.44,76969.02,15393.8,15393.8,15393.8,1678395.88,13362.1,0.0,59.97,0.0,25.0,8.71,610.32,1.0,17.84,0.0,0.0,0.0,1.624474697E7,
15393.8,15393.8,15393.8,15393.8,1753165.78,1814741.0,3599.13,318.58,165.81,0.0,0.4,1.28,1436.28,0.0,53.67,0.0,0.0,1.0,1.759944966E7,
1533254.29,30787.61,15393.8,15393.8,15393.8,1610223.31,13064.07,0.0,60.4,0.0,24.03,8.26,586.81,1.0,17.1,0.0,0.0,0.0,1.555970779E7,
15393.8,15393.8,15393.8,15393.8,1709183.48,1770758.7,3599.13,318.58,165.81,0.0,0.35,1.21,1387.92,0.0,52.02,0.0,0.0,1.0,1.710200679E7,
1434294.13,15393.8,15393.8,15393.8,15393.8,1495869.34,12395.73,0.0,58.54,0.0,22.6,7.59,552.16,1.0,16.64,0.0,0.0,0.0,1.448718375E7,
15393.8,15393.8,15393.8,15393.8,1692690.12,1754265.34,3698.25,327.35,170.38,0.0,0.32,1.18,1389.58,0.0,50.81,0.0,0.0,1.0,1.694014674E7,
1457384.83,15393.8,15393.8,15393.8,15393.8,1518960.05,12182.46,0.0,58.75,0.0,22.23,7.32,543.26,1.0,16.34,0.0,0.0,0.0,1.461643026E7,
15393.8,15393.8,15393.8,92362.82,1741070.65,1879614.88,3744.18,331.42,172.49,0.0,0.36,1.19,1464.74,0.0,54.06,0.0,0.0,1.0,1.822005941E7,
1398008.73,15393.8,15393.8,15393.8,15393.8,1459583.95,12061.11,0.0,59.42,0.0,22.03,7.08,538.5,1.0,16.04,0.0,0.0,0.0,1.411534884E7,
15393.8,15393.8,15393.8,61575.22,1691590.56,1799347.19,3744.18,331.42,172.49,0.0,0.34,1.16,1452.46,0.0,53.65,0.0,0.0,1.0,1.741542528E7,
1617920.22,76969.02,15393.8,15393.8,15393.8,1741070.65,14237.94,0.0,62.7,0.0,23.74,8.44,615.14,1.0,18.02,0.0,0.0,0.0,1.656681798E7,
15393.8,15393.8,15393.8,215513.26,1734473.3,1996167.97,3744.18,331.42,172.49,0.0,0.46,1.16,1569.04,0.0,60.56,0.0,0.0,1.0,1.906848866E7,
1571738.8,61575.22,15393.8,15393.8,15393.8,1679495.43,13975.18,0.0,62.14,0.0,23.32,8.18,604.28,1.0,17.87,0.0,0.0,0.0,1.602803484E7,
15393.8,15393.8,15393.8,169331.84,1688291.89,1903805.15,3744.18,331.42,172.49,0.0,0.42,1.13,1544.32,0.0,59.69,0.0,0.0,1.0,1.826031395E7,
1549747.66,61575.22,15393.8,15393.8,15393.8,1657504.28,14035.86,0.0,63.04,0.0,23.44,8.07,607.44,1.0,17.73,0.0,0.0,0.0,1.599085845E7,
15393.8,15393.8,15393.8,169331.84,1733373.75,1948887.0,3744.18,331.42,172.49,0.0,0.42,1.11,1540.64,0.0,59.95,0.0,0.0,1.0,1.880146023E7,
1567340.58,30787.61,15393.8,15393.8,15393.8,1644309.6,14173.59,0.0,64.29,0.0,23.46,7.92,608.25,1.0,17.43,0.0,0.0,0.0,1.587773171E7,
15393.8,15393.8,15393.8,107756.63,1750966.67,1904904.71,3837.12,339.65,176.78,0.0,0.38,1.08,1517.71,0.0,57.85,0.0,0.0,1.0,1.846845847E7,
1572838.36,15393.8,15393.8,15393.8,15393.8,1634413.58,14008.85,0.0,64.15,0.0,23.2,7.65,601.58,1.0,17.29,0.0,0.0,0.0,1.576440007E7,
15393.8,15393.8,15393.8,153938.04,1725676.84,1925796.3,3837.12,339.65,176.77,0.0,0.39,1.25,1522.92,0.0,58.3,0.0,0.0,1.0,1.857471089E7,
1528856.07,15393.8,15393.8,15393.8,15393.8,1590431.28,13651.42,0.0,63.76,0.0,22.0,7.28,576.87,1.0,16.87,0.0,0.0,0.0,1.53981539E7,
15393.8,15393.8,15393.8,123150.43,1709183.48,1878515.33,3933.52,348.18,181.21,0.0,0.38,1.23,1512.14,0.0,56.64,0.0,0.0,1.0,1.822575957E7,
1472778.64,15393.8,15393.8,15393.8,15393.8,1534353.85,13165.14,0.0,62.1,0.0,21.23,6.84,556.71,1.0,16.72,0.0,0.0,0.0,1.483203015E7,
15393.8,15393.8,30787.61,230907.06,1794948.96,2087431.24,3984.17,352.67,261.48,0.0,0.43,1.41,1628.61,0.0,61.2,0.0,0.0,1.0,1.996433597E7,
1652006.5,46181.41,15393.8,46181.41,15393.8,1775156.93,15495.65,0.0,66.28,0.0,23.29,7.65,623.43,1.0,17.77,0.0,0.0,0.0,1.694948553E7,
15393.8,15393.8,15393.8,153938.04,1764161.35,1964280.81,3984.17,352.67,261.48,0.0,0.41,1.37,1591.6,0.0,59.93,0.0,0.0,1.0,1.888676969E7,
1660802.96,15393.8,15393.8,15393.8,15393.8,1722378.17,15359.59,0.0,65.69,0.0,22.49,7.28,602.02,1.0,17.35,0.0,0.0,0.0,1.6659965E7,
15393.8,15393.8,15393.8,230907.06,1764161.35,2041249.83,3984.17,352.67,261.48,0.0,0.58,1.4,1620.11,0.0,61.28,0.0,0.0,1.0,1.956024861E7,
1611322.87,15393.8,15393.8,15393.8,15393.8,1672898.09,15047.99,0.0,64.97,0.0,22.04,6.97,590.18,1.0,17.21,0.0,0.0,0.0,1.61581538E7,
15393.8,15393.8,15393.8,246300.86,1785052.95,2077535.22,4007.78,354.76,263.03,0.0,0.57,1.38,1639.03,0.0,61.98,0.0,0.0,1.0,2.00652157E7,
1628915.79,15393.8,15393.8,15393.8,15393.8,1690491.01,15206.24,0.0,65.65,0.0,22.27,6.87,596.55,1.0,17.21,0.0,0.0,0.0,1.629811415E7,
15393.8,15393.8,15393.8,215513.26,1720179.06,1981873.73,4031.12,356.82,264.57,0.0,0.51,1.31,1612.05,0.0,60.73,0.0,0.0,1.0,1.924119647E7,
1646508.71,15393.8,15393.8,15393.8,15393.8,1708083.93,15354.33,0.0,67.53,0.0,22.5,6.74,602.96,1.0,16.93,0.0,0.0,0.0,1.647069123E7,
15393.8,15393.8,15393.8,138544.24,1694889.24,1879614.88,4105.5,363.4,269.45,0.0,0.48,1.27,1590.76,0.0,59.02,0.0,0.0,1.0,1.825307047E7,
1538752.08,15393.8,15393.8,15393.8,15393.8,1600327.3,14349.46,0.0,67.53,0.0,21.08,6.23,565.01,1.0,15.96,0.0,0.0,0.0,1.552782074E7,
15393.8,15393.8,15393.8,123150.43,1626716.68,1796048.52,4105.5,363.4,269.45,0.0,0.44,1.21,1551.93,0.0,57.71,0.0,0.0,1.0,1.73994714E7,
1427696.78,15393.8,15393.8,15393.8,15393.8,1489272.0,13464.6,0.0,66.09,0.0,19.82,5.73,531.2,1.0,15.39,0.0,0.0,0.0,1.442251105E7,
15393.8,15393.8,15393.8,107756.63,1598128.18,1752066.22,4105.5,363.4,269.45,0.0,0.4,1.14,1497.19,0.0,56.06,0.0,0.0,1.0,1.690220736E7,
1349628.2,15393.8,15393.8,15393.8,15393.8,1411203.42,12853.23,0.0,67.34,0.0,18.97,5.36,508.58,1.0,14.54,0.0,0.0,0.0,1.365742421E7,
15393.8,15393.8,15393.8,61575.22,1627816.23,1735572.86,4190.84,370.95,275.05,0.0,0.37,1.08,1462.79,0.0,53.87,0.0,0.0,1.0,1.675672241E7,
1369420.24,15393.8,15393.8,15393.8,15393.8,1430995.45,12164.72,0.0,67.34,0.0,17.99,5.03,482.51,1.0,13.86,0.0,0.0,0.0,1.378688742E7,
15393.8,15393.8,15393.8,46181.41,1645409.15,1737771.98,4307.67,381.29,282.71,0.0,0.33,1.04,1490.59,0.0,53.45,0.0,0.0,1.0,1.67783008E7,
1338632.63,15393.8,15393.8,15393.8,15393.8,1400207.85,11897.18,0.0,66.6,0.0,17.61,4.75,472.3,1.0,13.72,0.0,0.0,0.0,1.351749585E7,
15393.8,15393.8,15393.8,15393.8,1565141.46,1626716.68,4337.65,383.95,284.68,0.0,0.28,0.95,1420.97,0.0,50.86,0.0,0.0,1.0,1.57703858E7,
1366121.57,15393.8,15393.8,30787.61,15393.8,1443090.59,12318.47,0.0,65.88,0.0,17.63,4.88,484.56,1.0,14.41,0.0,0.0,0.0,1.380907802E7,
15393.8,15393.8,15393.8,246300.86,1726776.4,2019258.68,4563.41,403.93,299.5,0.0,0.4,1.02,1628.84,0.0,57.89,0.0,0.0,1.0,1.916435434E7,
1387013.16,15393.8,15393.8,30787.61,15393.8,1463982.18,12496.8,0.0,66.83,0.0,17.88,4.78,491.74,1.0,14.41,0.0,0.0,0.0,1.406174053E7,
15393.8,15393.8,15393.8,184725.65,1728975.52,1959882.58,4672.75,413.6,306.67,0.0,0.36,0.98,1605.27,0.0,55.92,0.0,0.0,1.0,1.902510781E7,
1358424.66,15393.8,15393.8,15393.8,15393.8,1419999.88,12071.88,0.0,65.28,0.0,17.11,4.45,470.5,1.0,14.14,0.0,0.0,0.0,1.369527238E7,
