#cisterns#,#vesicles#,entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,
6.0,16.0,1.58241,0.63057,0.233,0.16711,0.18735,0.27152,0.14102,
6.0,15.0,1.59158,0.66064,0.22001,0.21922,0.17614,0.24432,0.1403,
6.0,25.0,1.5891,0.56107,0.20416,0.22752,0.18867,0.24727,0.13237,
6.0,23.0,1.59047,0.54635,0.20198,0.23021,0.22294,0.21685,0.12801,
6.0,38.0,1.60522,0.44424,0.18951,0.22738,0.19077,0.21544,0.1769,
7.0,23.0,1.52824,0.65833,0.11933,0.36495,0.15587,0.18731,0.17254,
8.0,11.0,1.56061,0.62829,0.15932,0.33004,0.14853,0.18269,0.17941,
9.0,11.0,1.56616,0.59338,0.1595,0.31986,0.15305,0.19868,0.1689,
9.0,4.0,1.54974,0.66029,0.11337,0.3243,0.19127,0.21181,0.15924,
9.0,12.0,1.52586,0.63893,0.11522,0.33893,0.19223,0.11855,0.23508,
8.0,26.0,1.45645,0.69021,0.10774,0.31004,0.31642,0.05612,0.20967,
9.0,20.0,1.48693,0.63203,0.11354,0.30474,0.2946,0.06995,0.21717,
8.0,19.0,1.5139,0.70255,0.08764,0.30942,0.29234,0.14687,0.16372,
8.0,13.0,1.52698,0.60874,0.12536,0.34905,0.12526,0.23159,0.16873,
7.0,15.0,1.54436,0.72981,0.13161,0.21007,0.337,0.13412,0.18719,
6.0,11.0,1.55383,0.79847,0.13587,0.20474,0.33084,0.14852,0.18002,
8.0,28.0,1.5443,0.63065,0.14057,0.22909,0.32503,0.1173,0.18801,
7.0,15.0,1.58582,0.72952,0.20629,0.15397,0.27601,0.15772,0.20601,
6.0,8.0,1.58847,0.6472,0.18606,0.24174,0.25153,0.17754,0.14313,
7.0,18.0,1.58992,0.58978,0.21778,0.23084,0.23817,0.17789,0.13532,
7.0,9.0,1.5732,0.6347,0.2234,0.21299,0.28163,0.13402,0.14795,
7.0,11.0,1.58358,0.60061,0.153,0.27597,0.23073,0.1727,0.1676,
8.0,13.0,1.4598,0.63604,0.10708,0.21367,0.41027,0.09088,0.1781,
8.0,12.0,1.433,0.71432,0.09798,0.2185,0.42996,0.08569,0.16786,
9.0,12.0,1.55337,0.69074,0.10704,0.22052,0.31126,0.19164,0.16953,
9.0,16.0,1.5577,0.69661,0.16518,0.12579,0.32413,0.19424,0.19065,
10.0,13.0,1.58096,0.70515,0.16642,0.17554,0.29665,0.19837,0.16301,
9.0,13.0,1.40787,0.65541,0.28348,0.07167,0.07591,0.40122,0.16772,
10.0,15.0,1.43267,0.69835,0.27685,0.06919,0.09668,0.38992,0.16736,
9.0,30.0,1.48383,0.64997,0.1189,0.24201,0.09272,0.37919,0.16717,
9.0,11.0,1.48731,0.70274,0.10679,0.22557,0.11176,0.38723,0.16865,
8.0,7.0,1.57025,0.71051,0.19966,0.26993,0.10934,0.18532,0.23575,
9.0,19.0,1.55007,0.47107,0.25441,0.21413,0.0805,0.20067,0.2503,
8.0,12.0,1.5468,0.68335,0.214,0.21985,0.304,0.16857,0.09358,
9.0,13.0,1.53029,0.71068,0.27903,0.16978,0.26071,0.07271,0.21776,
9.0,8.0,1.53394,0.68303,0.2901,0.17351,0.25493,0.0776,0.20386,
10.0,14.0,1.53287,0.6286,0.27389,0.19381,0.23178,0.06741,0.23311,
8.0,19.0,1.60038,0.62585,0.16138,0.22118,0.20996,0.17629,0.23118,
8.0,13.0,1.57034,0.738,0.19867,0.15035,0.13322,0.29057,0.22718,
8.0,12.0,1.57193,0.74039,0.19374,0.14265,0.29148,0.14533,0.2268,
8.0,10.0,1.34164,0.73407,0.30566,0.14188,0.32457,0.0,0.22789,
9.0,11.0,1.50544,0.72245,0.29745,0.1526,0.23656,0.06013,0.25325,
9.0,22.0,1.59204,0.62024,0.17648,0.15486,0.22031,0.18564,0.26271,
8.0,15.0,1.55629,0.75962,0.29813,0.16388,0.11084,0.1837,0.24345,
8.0,14.0,1.45674,0.80518,0.27441,0.33381,0.0968,0.06033,0.23466,
8.0,16.0,1.5323,0.71918,0.242,0.314,0.12072,0.1065,0.21678,
8.0,22.0,1.47343,0.67626,0.09736,0.33708,0.25959,0.07256,0.2334,
9.0,36.0,1.46294,0.53194,0.15164,0.39638,0.13947,0.07467,0.23783,
10.0,11.0,1.53088,0.58889,0.13766,0.28837,0.273,0.0898,0.21117,
8.0,13.0,1.58884,0.68776,0.19888,0.14663,0.17357,0.26843,0.2125,
8.0,14.0,1.53402,0.65925,0.2917,0.17913,0.17931,0.08239,0.26747,
8.0,14.0,1.54114,0.69711,0.28031,0.17534,0.20341,0.08238,0.25856,
11.0,18.0,1.5906,0.50842,0.15223,0.25287,0.19633,0.16432,0.23424,
9.0,13.0,1.55613,0.59096,0.14363,0.16133,0.31548,0.14293,0.23662,
9.0,7.0,1.58733,0.52535,0.19487,0.26638,0.19008,0.13618,0.21248,
9.0,14.0,1.56864,0.39159,0.21768,0.26838,0.16088,0.11412,0.23893,
9.0,15.0,1.60406,0.54077,0.22238,0.20442,0.18035,0.17181,0.22103,
7.0,23.0,1.58675,0.55504,0.19146,0.14056,0.25393,0.17265,0.24139,
7.0,28.0,1.58214,0.52143,0.18902,0.13647,0.22907,0.17306,0.27237,
8.0,13.0,1.5788,0.47678,0.21336,0.13664,0.23798,0.26194,0.15008,
7.0,19.0,1.52578,0.49973,0.27816,0.11113,0.3192,0.15162,0.13989,
7.0,23.0,1.50608,0.60516,0.25311,0.10145,0.35647,0.13526,0.15371,
7.0,49.0,1.50813,0.55635,0.24064,0.09754,0.35934,0.13988,0.16259,
8.0,31.0,1.52149,0.63416,0.23675,0.08958,0.33988,0.17272,0.16107,
8.0,19.0,1.48384,0.6301,0.23613,0.07138,0.37217,0.16131,0.15901,
5.0,13.0,1.49939,0.80173,0.09933,0.38157,0.16601,0.13891,0.21418,
5.0,32.0,1.52282,0.66453,0.09846,0.3424,0.20069,0.13516,0.22329,
7.0,22.0,1.54618,0.59309,0.20326,0.3272,0.13901,0.11996,0.21057,
5.0,28.0,1.46482,0.81074,0.08478,0.4168,0.14912,0.15384,0.19545,
6.0,20.0,1.50414,0.75167,0.07928,0.35765,0.14966,0.19562,0.21778,
6.0,18.0,1.47719,0.77771,0.07658,0.38774,0.1315,0.20525,0.19893,
7.0,19.0,1.46476,0.73152,0.07874,0.40032,0.13472,0.22998,0.15623,
7.0,20.0,1.39091,0.77852,0.07925,0.48117,0.15292,0.17271,0.11394,
7.0,34.0,1.37952,0.70653,0.0786,0.49062,0.12548,0.1776,0.1277,
6.0,17.0,1.23341,0.77609,0.0,0.50487,0.18006,0.1781,0.13696,
7.0,20.0,1.51647,0.59328,0.25587,0.08648,0.32603,0.19546,0.13615,
8.0,15.0,1.4849,0.63793,0.34764,0.05622,0.22216,0.21909,0.15489,
8.0,12.0,1.57404,0.66918,0.26423,0.12082,0.19313,0.24947,0.17235,
8.0,23.0,1.57735,0.5657,0.27807,0.20142,0.14288,0.22951,0.14812,
8.0,23.0,1.54586,0.60673,0.28344,0.19713,0.27151,0.10397,0.14394,
